POS,NEG,HAS_NO,HAS_EXCLAMATION,WORDS,PRONOUNS,LABEL
834,8,4,0,0,3.367295829986474,4,positive
835,2,1,0,0,2.6390573296152584,1,positive
836,5,1,0,0,3.367295829986474,5,negative
837,4,1,1,0,3.2188758248682006,3,negative
838,8,1,1,0,3.258096538021482,2,negative
839,0,0,0,0,2.772588722239781,0,negative
840,5,1,0,0,2.833213344056216,2,negative
841,6,1,0,1,3.258096538021482,3,negative
842,4,3,1,0,3.332204510175204,3,negative
843,7,2,0,0,3.1354942159291497,0,positive
844,8,1,0,0,3.4657359027997265,2,negative
845,4,3,0,0,3.4965075614664802,2,negative
846,2,0,0,1,2.1972245773362196,3,positive
847,6,5,0,0,3.258096538021482,1,negative
848,3,2,0,0,2.995732273553991,2,negative
849,4,0,0,0,2.9444389791664403,1,negative
850,4,3,1,0,3.2188758248682006,1,negative
851,4,8,1,0,3.295836866004329,1,negative
852,6,3,0,0,3.258096538021482,1,negative
854,7,2,0,0,3.258096538021482,1,positive
855,6,1,0,0,3.044522437723423,1,negative
857,3,1,0,0,2.8903717578961645,3,negative
858,7,1,0,0,3.1780538303479458,1,negative
859,0,0,0,0,1.9459101490553132,0,negative
860,4,3,0,1,3.258096538021482,4,negative
861,4,2,0,0,3.1354942159291497,0,negative
862,1,2,0,0,2.302585092994046,0,negative
863,7,7,0,0,3.4011973816621555,5,negative
865,4,0,0,0,2.5649493574615367,1,negative
866,7,3,0,1,3.4011973816621555,4,negative
867,0,0,0,0,1.3862943611198906,1,positive
870,8,2,0,0,3.4965075614664802,5,negative
872,6,2,0,0,3.4657359027997265,7,negative
873,3,1,0,0,3.258096538021482,1,negative
874,9,0,0,0,3.258096538021482,2,negative
875,0,0,0,0,1.791759469228055,2,negative
876,3,0,0,1,2.0794415416798357,1,positive
877,5,1,0,1,3.295836866004329,2,positive
878,3,5,0,0,3.258096538021482,3,negative
882,1,2,0,0,2.6390573296152584,3,positive
883,3,2,0,0,2.8903717578961645,1,negative
884,6,0,0,1,3.332204510175204,2,negative
885,3,0,0,1,3.4965075614664802,4,positive
886,8,1,0,0,3.367295829986474,2,positive
887,4,3,0,0,2.5649493574615367,1,negative
889,1,0,0,1,2.302585092994046,1,positive
890,8,5,1,0,3.1780538303479458,2,negative
891,4,3,0,0,3.044522437723423,3,positive
892,5,2,0,0,3.367295829986474,6,negative
893,2,2,0,1,3.367295829986474,3,positive
894,1,1,0,0,2.0794415416798357,1,negative
895,5,1,1,1,3.091042453358316,2,negative
898,5,3,0,0,3.367295829986474,5,negative
899,1,0,0,0,3.295836866004329,1,negative
900,6,1,0,1,3.4657359027997265,4,negative
901,4,1,0,0,3.4011973816621555,1,negative
902,2,2,0,0,2.9444389791664403,0,negative
903,4,1,0,1,3.5263605246161616,3,negative
905,2,2,1,0,2.995732273553991,1,negative
907,12,2,0,0,3.332204510175204,2,negative
908,0,0,0,0,2.5649493574615367,2,positive
909,3,2,0,0,2.772588722239781,3,negative
910,4,1,0,1,2.995732273553991,2,negative
911,7,2,0,0,3.4339872044851463,4,negative
912,3,4,1,1,3.044522437723423,1,negative
914,0,3,0,0,2.0794415416798357,1,negative
915,0,0,0,0,2.0794415416798357,0,positive
916,1,2,0,1,2.5649493574615367,1,positive
917,5,0,0,0,3.258096538021482,2,negative
918,3,1,0,0,3.044522437723423,2,negative
919,2,1,0,0,2.995732273553991,1,negative
920,1,0,0,0,2.1972245773362196,1,negative
922,5,3,0,0,3.4657359027997265,3,negative
923,4,2,0,0,2.995732273553991,2,negative
924,6,2,1,0,3.258096538021482,1,negative
927,6,1,0,0,3.091042453358316,2,negative
929,4,1,0,0,3.091042453358316,2,negative
930,6,1,0,1,3.295836866004329,2,negative
932,5,2,0,0,3.2188758248682006,4,negative
933,7,1,0,0,3.4011973816621555,5,positive
934,4,2,0,0,3.258096538021482,3,negative
935,10,2,1,0,3.4011973816621555,2,negative
936,3,5,0,0,3.2188758248682006,3,negative
937,1,1,0,0,1.9459101490553132,1,negative
938,5,1,0,0,3.1780538303479458,3,negative
939,2,3,0,1,2.833213344056216,1,negative
940,4,3,0,0,3.295836866004329,4,negative
941,5,1,0,0,3.4965075614664802,6,positive
942,5,5,0,0,2.995732273553991,1,negative
943,5,2,0,0,3.091042453358316,0,negative
944,5,4,0,0,3.4339872044851463,3,negative
945,8,1,1,1,3.367295829986474,2,negative
946,3,3,0,0,2.995732273553991,0,negative
947,1,1,0,0,3.332204510175204,2,negative
948,0,0,0,1,1.3862943611198906,1,positive
950,2,0,0,1,2.3978952727983707,2,positive
952,5,6,0,0,3.1354942159291497,2,negative
953,4,0,1,0,2.5649493574615367,0,negative
954,5,1,0,0,3.091042453358316,3,negative
955,4,3,0,1,3.044522437723423,3,negative
957,4,3,0,0,3.295836866004329,5,negative
958,5,5,0,0,3.295836866004329,4,negative
960,1,1,0,0,2.5649493574615367,1,negative
962,3,0,1,0,1.9459101490553132,1,negative
963,0,2,0,0,1.9459101490553132,1,negative
965,7,3,0,0,3.1354942159291497,1,negative
966,8,0,1,0,3.332204510175204,4,negative
967,5,3,0,0,3.367295829986474,5,negative
969,3,3,0,0,2.772588722239781,1,negative
970,4,1,0,0,2.6390573296152584,3,negative
971,1,1,0,0,2.1972245773362196,0,negative
972,4,2,0,0,3.091042453358316,4,negative
973,4,1,0,0,3.332204510175204,1,negative
974,7,3,0,0,3.1780538303479458,5,negative
975,3,1,0,0,2.302585092994046,2,negative
976,5,1,0,0,3.2188758248682006,1,negative
977,4,1,0,0,3.1354942159291497,3,negative
978,4,1,0,1,3.367295829986474,4,negative
979,9,3,0,0,3.367295829986474,2,negative
980,3,0,0,0,1.9459101490553132,1,negative
981,6,0,0,1,3.044522437723423,0,negative
982,10,0,0,1,3.367295829986474,5,negative
983,4,1,0,0,3.1354942159291497,1,negative
984,7,2,0,1,3.4011973816621555,4,negative
985,4,2,0,0,3.044522437723423,2,negative
986,6,2,0,1,3.4011973816621555,2,negative
987,5,2,0,0,3.044522437723423,2,negative
990,5,5,0,0,3.295836866004329,0,negative
991,7,1,0,1,3.367295829986474,1,negative
992,3,1,0,0,3.044522437723423,2,negative
993,10,3,0,0,3.58351893845611,1,negative
994,0,0,0,0,1.0986122886681098,1,positive
995,5,2,0,0,2.9444389791664403,2,negative
996,6,3,0,0,3.1354942159291497,3,negative
997,6,3,1,1,3.2188758248682006,1,negative
998,1,1,1,0,2.0794415416798357,2,positive
999,1,1,0,0,1.9459101490553132,0,positive
1000,7,3,0,0,3.4657359027997265,4,negative
1001,2,2,0,1,3.044522437723423,3,negative
1002,4,2,0,0,2.70805020110221,3,negative
1003,6,3,0,1,3.1354942159291497,1,negative
1004,2,5,0,0,3.1780538303479458,2,negative
1006,5,2,1,0,3.4965075614664802,5,negative
1007,5,2,0,0,3.258096538021482,4,negative
1008,4,0,0,0,3.4339872044851463,2,negative
1009,2,2,0,0,3.258096538021482,6,negative
1010,3,1,0,0,3.4011973816621555,4,negative
1011,7,1,0,0,3.258096538021482,4,positive
1012,3,2,0,0,3.258096538021482,2,negative
1014,5,2,0,1,2.995732273553991,3,positive
1015,4,1,0,0,3.295836866004329,2,negative
1016,1,3,0,0,3.332204510175204,5,negative
1017,6,4,0,0,3.367295829986474,0,negative
1018,7,3,0,0,3.4657359027997265,4,negative
1019,4,2,0,0,2.8903717578961645,5,negative
1020,4,0,0,0,2.70805020110221,1,positive
1021,7,2,0,1,3.258096538021482,2,positive
1022,1,4,0,1,2.9444389791664403,3,positive
1023,3,2,0,0,3.367295829986474,1,negative
1024,6,2,0,0,3.367295829986474,4,negative
1025,4,0,0,0,2.9444389791664403,2,negative
1026,2,3,0,0,3.044522437723423,2,negative
1027,4,2,0,0,3.4011973816621555,0,negative
1028,4,4,0,0,3.1354942159291497,2,negative
1029,3,1,0,0,2.6390573296152584,1,negative
1031,1,1,0,1,2.5649493574615367,3,negative
1032,5,3,0,0,2.995732273553991,2,negative
1033,1,0,0,1,2.0794415416798357,1,positive
1034,2,1,0,0,3.295836866004329,0,negative
1036,5,0,0,0,2.6390573296152584,0,positive
1037,6,4,0,0,3.258096538021482,2,positive
1038,4,2,1,0,3.4339872044851463,1,negative
1039,3,0,0,0,3.4339872044851463,4,negative
1040,6,3,0,0,3.4011973816621555,6,negative
1041,6,4,0,0,3.367295829986474,3,negative
1042,4,3,0,0,3.1354942159291497,2,negative
1043,5,8,0,0,3.4657359027997265,2,negative
1044,7,0,0,0,2.9444389791664403,3,negative
1045,5,3,0,0,3.4011973816621555,5,negative
1046,5,5,0,0,3.258096538021482,1,negative
1047,5,2,0,0,3.295836866004329,2,positive
1048,5,0,0,0,2.9444389791664403,3,negative
1049,2,1,0,0,3.091042453358316,2,negative
1050,10,0,0,0,3.7376696182833684,6,negative
1051,3,1,0,1,3.1780538303479458,4,positive
1052,2,0,0,0,3.1354942159291497,1,negative
1053,5,0,1,0,2.833213344056216,1,negative
1055,5,3,0,0,3.091042453358316,3,negative
1056,5,4,0,0,3.5553480614894135,4,negative
1057,5,2,0,0,3.1354942159291497,3,negative
1058,6,2,0,1,3.4339872044851463,5,negative
1059,2,1,0,0,2.4849066497880004,0,negative
1063,6,4,0,0,3.4011973816621555,1,negative
1064,7,4,0,0,3.091042453358316,0,negative
1065,4,2,0,1,3.4011973816621555,3,negative
1066,5,0,0,0,3.091042453358316,4,positive
1067,10,3,1,0,3.258096538021482,1,negative
1068,8,2,0,0,3.295836866004329,0,negative
1069,9,3,0,0,3.4011973816621555,2,negative
1070,7,1,0,0,3.1354942159291497,2,negative
1071,2,0,0,0,2.4849066497880004,0,positive
1072,13,3,0,1,3.5553480614894135,6,negative
1073,2,1,0,0,2.9444389791664403,1,negative
1074,4,4,0,0,3.295836866004329,4,negative
1075,8,2,0,0,3.4657359027997265,3,negative
1076,4,2,0,0,3.295836866004329,2,negative
1077,9,2,1,0,3.2188758248682006,2,negative
1078,7,5,0,0,3.367295829986474,4,negative
1079,1,0,0,1,1.3862943611198906,0,positive
1081,1,1,0,0,1.3862943611198906,0,negative
1082,9,2,0,0,3.4339872044851463,0,negative
1084,4,2,0,0,2.833213344056216,1,negative
1085,4,1,0,1,3.367295829986474,0,negative
1086,6,0,0,0,2.9444389791664403,1,positive
1087,1,2,0,0,2.3978952727983707,0,positive
1088,8,1,0,0,3.295836866004329,2,negative
1089,7,1,0,1,3.367295829986474,2,negative
1090,1,1,0,0,2.5649493574615367,2,positive
1091,6,2,0,0,3.295836866004329,3,negative
1092,3,3,0,0,3.295836866004329,3,negative
1093,2,1,0,0,2.772588722239781,2,positive
1095,4,1,0,0,2.995732273553991,5,positive
1096,1,1,0,0,2.772588722239781,3,negative
1097,4,2,1,0,2.9444389791664403,3,negative
1098,2,4,0,0,3.332204510175204,4,negative
1099,1,3,0,0,3.332204510175204,2,negative
1101,7,3,0,0,3.332204510175204,2,negative
1102,8,2,0,0,3.4339872044851463,3,negative
1103,3,0,0,1,2.302585092994046,1,positive
1104,3,1,0,1,3.044522437723423,2,positive
1106,0,0,0,0,1.0986122886681098,0,negative
1107,5,2,0,0,3.4011973816621555,5,negative
1108,3,0,0,0,3.2188758248682006,5,positive
1110,4,0,0,1,2.8903717578961645,4,positive
1111,6,2,0,0,3.2188758248682006,4,negative
1113,3,2,0,0,3.1780538303479458,2,negative
1114,0,0,0,1,1.791759469228055,0,positive
1115,1,2,0,0,1.791759469228055,0,negative
1116,6,3,0,0,3.2188758248682006,2,negative
1117,7,1,0,1,3.4011973816621555,7,negative
1118,3,4,0,0,3.1780538303479458,1,negative
1119,4,1,0,0,2.772588722239781,1,negative
1120,3,3,1,1,3.7612001156935624,2,negative
1121,7,4,0,0,3.4011973816621555,1,negative
1122,2,3,0,0,2.5649493574615367,1,negative
1123,3,2,0,0,2.8903717578961645,3,negative
1124,1,3,0,0,1.9459101490553132,1,negative
1125,2,0,0,0,2.0794415416798357,2,negative
1126,2,1,1,1,3.4965075614664802,2,negative
1127,2,1,0,0,3.258096538021482,2,negative
1129,4,3,0,0,3.367295829986474,2,negative
1130,8,6,0,0,3.2188758248682006,3,negative
1131,4,1,0,0,2.833213344056216,1,negative
1133,4,1,0,0,2.8903717578961645,1,negative
1134,8,3,0,0,3.4011973816621555,2,negative
1135,2,0,0,0,2.70805020110221,1,negative
1136,7,0,0,1,3.258096538021482,2,negative
1137,5,4,0,0,3.4011973816621555,0,negative
1138,4,2,0,0,2.833213344056216,0,negative
1139,4,4,0,1,3.2188758248682006,3,negative
1140,3,3,0,1,2.833213344056216,2,negative
1141,7,2,1,0,3.5553480614894135,1,negative
1142,3,5,0,0,2.995732273553991,3,negative
1143,1,0,0,0,2.302585092994046,2,negative
1144,8,2,0,0,3.367295829986474,2,negative
1145,7,6,1,0,3.367295829986474,3,negative
1146,3,4,0,0,3.367295829986474,2,negative
1147,4,5,0,0,3.4339872044851463,4,negative
1148,5,2,0,0,3.4657359027997265,3,negative
1149,5,0,0,0,3.258096538021482,6,negative
1150,10,0,0,0,3.367295829986474,5,positive
1151,3,1,0,0,3.1780538303479458,0,negative
1152,5,2,0,0,3.295836866004329,3,negative
1153,5,0,1,1,3.6109179126442243,0,negative
1154,5,4,0,0,3.332204510175204,0,negative
1156,7,4,0,0,3.1780538303479458,2,negative
1157,5,1,0,0,3.1780538303479458,1,negative
1159,3,3,0,0,2.9444389791664403,0,negative
1160,9,0,0,0,3.367295829986474,2,negative
1161,4,3,0,0,3.4965075614664802,2,negative
1162,1,0,0,0,2.3978952727983707,2,negative
1163,7,3,1,0,3.332204510175204,4,negative
1164,5,0,0,0,3.044522437723423,0,positive
1165,9,5,0,0,3.367295829986474,3,negative
1166,4,1,0,1,2.833213344056216,1,negative
1167,4,4,0,0,3.1780538303479458,1,negative
1168,3,5,0,0,3.332204510175204,0,negative
1169,5,1,0,0,3.295836866004329,4,negative
1170,0,0,0,1,1.3862943611198906,1,positive
1171,0,0,0,0,1.791759469228055,0,positive
1172,9,1,0,0,3.295836866004329,3,negative
1173,2,4,0,0,3.332204510175204,2,negative
1174,3,2,0,0,3.332204510175204,5,negative
1175,2,4,0,0,3.332204510175204,3,negative
1177,4,2,0,1,2.70805020110221,0,positive
1178,4,1,0,0,2.995732273553991,4,negative
1179,10,3,0,0,3.4965075614664802,4,negative
1180,3,2,1,1,2.995732273553991,0,negative
1181,4,1,0,1,2.5649493574615367,1,positive
1182,5,3,0,0,3.4965075614664802,7,negative
1183,5,1,1,0,3.4339872044851463,0,negative
1184,3,1,0,0,3.258096538021482,3,negative
1186,5,0,1,1,3.332204510175204,0,negative
1187,3,0,0,0,3.1780538303479458,1,positive
1188,6,4,0,1,3.1354942159291497,2,negative
1189,3,4,0,0,3.6375861597263857,5,negative
1190,2,6,0,1,3.367295829986474,1,negative
1191,2,1,0,0,2.995732273553991,2,positive
1192,2,1,0,0,2.3978952727983707,0,negative
1193,3,1,1,0,2.5649493574615367,0,negative
1194,8,2,0,0,3.367295829986474,5,negative
1195,4,6,0,1,3.58351893845611,5,negative
1196,2,0,0,1,2.302585092994046,1,negative
1197,3,4,0,1,3.4339872044851463,5,negative
1199,6,1,0,0,3.091042453358316,1,negative
1200,3,6,1,1,3.367295829986474,0,negative
1202,6,2,0,0,3.295836866004329,3,negative
1203,6,4,0,0,3.4011973816621555,3,negative
1204,0,0,0,1,2.5649493574615367,2,negative
1205,3,0,1,0,1.791759469228055,0,negative
1207,5,0,0,0,3.1354942159291497,2,negative
1208,7,0,1,0,3.4965075614664802,5,negative
1209,10,2,0,0,3.332204510175204,0,negative
1210,9,1,0,0,3.367295829986474,5,negative
1211,4,1,1,0,3.1354942159291497,4,negative
1212,0,0,0,1,1.0986122886681098,0,positive
1213,1,0,1,0,2.6390573296152584,2,negative
1214,3,3,0,1,3.258096538021482,1,negative
1215,4,5,0,1,3.2188758248682006,1,negative
1216,7,3,1,0,3.258096538021482,1,negative
1217,5,2,0,0,3.4965075614664802,1,negative
1218,3,0,1,0,2.6390573296152584,2,negative
1219,6,2,0,0,3.295836866004329,2,negative
1220,6,0,0,1,3.332204510175204,2,positive
1221,5,0,0,0,3.1354942159291497,2,negative
1222,7,2,0,0,3.332204510175204,4,negative
1223,7,3,0,0,3.258096538021482,1,negative
1224,3,2,1,1,2.833213344056216,0,negative
1226,2,1,0,0,2.833213344056216,0,negative
1228,4,1,0,1,3.2188758248682006,4,negative
1231,2,5,0,1,3.1354942159291497,1,negative
1234,2,2,0,1,2.6390573296152584,0,positive
1236,5,2,0,0,3.044522437723423,2,negative
1237,5,4,1,0,3.4657359027997265,0,negative
1238,5,1,0,0,3.332204510175204,3,negative
1239,3,0,0,1,2.0794415416798357,0,positive
1240,5,4,0,0,3.332204510175204,3,negative
1241,5,1,0,1,3.5553480614894135,2,negative
1242,2,2,0,0,2.8903717578961645,1,negative
1244,4,0,0,0,2.4849066497880004,3,negative
1246,3,0,0,1,3.4011973816621555,4,positive
1247,8,9,0,0,3.4965075614664802,3,negative
1248,6,4,0,0,3.5263605246161616,8,negative
1249,4,3,0,0,2.995732273553991,3,negative
1251,4,1,0,1,3.258096538021482,4,negative
1252,5,2,0,1,3.4011973816621555,4,negative
1253,4,0,0,1,3.1780538303479458,0,positive
1255,2,1,0,0,2.1972245773362196,0,negative
1257,3,3,0,0,3.044522437723423,2,negative
1258,6,0,0,0,3.1780538303479458,1,negative
1259,7,6,0,0,3.367295829986474,3,negative
1260,2,2,0,1,3.4011973816621555,5,negative
1261,9,0,1,0,2.9444389791664403,1,negative
1263,8,1,0,0,3.4657359027997265,3,negative
1264,0,0,0,0,1.791759469228055,1,positive
1267,7,2,0,0,3.258096538021482,4,positive
1268,2,5,0,0,2.995732273553991,2,negative
1270,6,2,0,0,3.367295829986474,4,negative
1271,2,4,1,0,3.2188758248682006,3,negative
1272,8,2,0,0,3.4011973816621555,0,negative
1273,6,2,0,0,3.367295829986474,6,negative
1274,3,5,0,0,3.044522437723423,1,negative
1275,7,3,0,0,3.2188758248682006,4,negative
1276,2,1,0,1,2.4849066497880004,1,negative
1277,2,0,1,1,2.995732273553991,1,negative
1278,9,3,1,0,3.4011973816621555,3,negative
1279,9,4,0,0,3.4965075614664802,1,negative
1280,6,3,0,1,3.367295829986474,5,negative
1281,4,0,0,0,3.091042453358316,0,negative
1282,6,5,0,0,3.4011973816621555,1,negative
1283,5,3,0,0,3.4339872044851463,9,negative
1284,6,5,0,0,3.367295829986474,0,negative
1286,5,5,0,0,3.2188758248682006,2,negative
1288,5,3,0,0,2.833213344056216,1,negative
1289,0,1,0,0,0.6931471805599453,0,negative
1290,2,0,0,0,1.791759469228055,0,negative
1292,5,1,1,0,3.4339872044851463,1,negative
1293,9,1,0,0,3.295836866004329,2,negative
1294,2,6,0,0,3.1780538303479458,4,negative
1295,10,3,0,0,3.4657359027997265,2,negative
1296,6,2,0,0,3.2188758248682006,3,negative
1297,4,4,0,0,3.1354942159291497,4,negative
1298,4,3,0,1,3.1780538303479458,1,negative
1300,3,1,0,0,2.302585092994046,2,negative
1302,5,4,0,0,3.367295829986474,3,negative
1303,8,1,1,0,3.295836866004329,4,negative
1304,3,2,0,0,3.332204510175204,0,negative
1305,7,4,0,0,3.332204510175204,2,negative
1306,4,0,0,0,2.4849066497880004,0,positive
1307,4,4,0,0,3.044522437723423,0,negative
1308,7,3,0,0,3.4339872044851463,4,negative
1309,4,0,1,0,3.367295829986474,2,negative
1311,9,2,0,0,3.091042453358316,3,negative
1313,5,2,0,0,3.091042453358316,0,negative
1314,4,1,1,0,2.9444389791664403,2,negative
1315,6,1,0,0,3.1354942159291497,1,positive
1316,7,1,0,0,3.332204510175204,7,negative
1318,3,1,0,0,2.995732273553991,0,negative
1319,2,2,0,0,2.70805020110221,2,negative
1321,5,5,0,0,3.2188758248682006,2,negative
1322,6,3,0,0,3.4011973816621555,2,negative
1323,3,3,0,0,2.8903717578961645,1,negative
1324,5,4,1,0,3.1354942159291497,1,negative
1326,9,2,1,0,3.2188758248682006,1,negative
1327,4,5,0,0,3.2188758248682006,1,negative
1329,3,2,0,0,3.044522437723423,1,positive
1330,8,5,0,0,3.5553480614894135,4,negative
1331,11,1,1,0,3.4965075614664802,3,negative
1332,7,2,1,0,3.258096538021482,1,negative
1334,5,1,0,0,2.5649493574615367,1,negative
1335,0,0,0,0,1.0986122886681098,0,negative
1336,6,0,0,1,2.833213344056216,1,positive
1337,5,1,0,0,3.295836866004329,5,negative
1339,6,1,0,0,3.295836866004329,2,negative
1340,3,0,0,0,2.70805020110221,2,negative
1341,4,2,0,0,3.295836866004329,0,negative
1343,2,2,0,0,2.4849066497880004,2,positive
1344,7,1,0,1,3.295836866004329,4,positive
1345,6,4,1,0,3.091042453358316,0,negative
1346,1,5,0,1,3.1354942159291497,3,negative
1347,7,1,0,0,3.295836866004329,0,negative
1349,6,1,0,0,3.4657359027997265,4,negative
1350,4,3,0,0,2.8903717578961645,1,negative
1352,4,4,0,0,3.1354942159291497,1,positive
1353,0,1,0,0,1.6094379124341003,1,negative
1355,3,3,0,1,3.4339872044851463,6,negative
1356,7,4,0,0,3.295836866004329,4,negative
1357,2,1,0,0,2.4849066497880004,0,negative
1358,8,1,1,0,3.4339872044851463,1,negative
1359,5,3,0,0,3.258096538021482,0,negative
1360,5,3,0,0,3.1354942159291497,3,negative
1362,6,3,1,0,3.4657359027997265,1,negative
1364,0,0,0,0,1.3862943611198906,0,negative
1365,1,1,0,1,2.6390573296152584,1,negative
1366,8,1,0,1,3.6109179126442243,0,negative
1367,5,0,0,0,2.70805020110221,2,negative
1368,8,4,0,0,3.258096538021482,2,negative
1369,4,2,0,0,3.367295829986474,2,negative
1371,4,1,1,1,3.091042453358316,4,negative
1372,2,3,0,0,3.58351893845611,6,negative
1374,2,3,0,1,3.4011973816621555,3,negative
1375,2,1,0,0,2.833213344056216,1,negative
1376,3,1,0,0,2.6390573296152584,1,negative
1377,4,1,0,0,3.091042453358316,2,negative
1378,6,2,0,0,3.258096538021482,2,negative
1379,2,3,0,0,2.995732273553991,0,negative
1380,5,3,0,0,3.332204510175204,5,negative
1381,6,3,0,0,3.332204510175204,4,negative
1382,2,0,0,0,1.791759469228055,1,positive
1383,2,5,0,0,2.995732273553991,0,negative
1384,5,2,0,0,3.4657359027997265,7,negative
1385,5,0,1,0,3.1354942159291497,0,negative
1386,5,5,0,0,3.295836866004329,2,negative
1387,3,0,0,1,2.3978952727983707,2,positive
1388,6,4,0,0,3.5263605246161616,4,negative
1389,7,1,0,0,2.9444389791664403,1,negative
1390,3,3,0,0,3.367295829986474,1,negative
1391,2,0,0,1,2.3978952727983707,0,negative
1392,9,4,0,0,3.4011973816621555,3,negative
1393,4,2,0,0,2.8903717578961645,1,negative
1394,6,2,0,0,3.4965075614664802,3,negative
1395,4,4,0,0,3.4339872044851463,6,negative
1396,5,3,0,0,3.258096538021482,1,negative
1397,9,2,0,0,3.1780538303479458,5,negative
1399,2,1,0,0,2.8903717578961645,3,negative
1400,3,0,0,1,3.258096538021482,3,negative
1401,3,2,0,0,3.1780538303479458,2,negative
1402,8,3,0,0,3.1780538303479458,1,negative
1403,4,2,0,0,3.091042453358316,5,negative
1404,6,3,0,0,3.5263605246161616,5,negative
1405,2,2,1,1,3.091042453358316,0,negative
1406,5,0,1,0,3.4011973816621555,4,negative
1407,5,3,0,0,3.258096538021482,4,negative
1408,3,4,0,0,3.258096538021482,2,negative
1409,3,0,1,0,2.833213344056216,3,negative
1410,6,1,0,0,3.4965075614664802,5,negative
